FRAME,BIGSLIDER,PAN,TILT,MTURN,FOCUS
108,152.834228515625,22.28794547597314,-18.045812307826548,125.40936304109366,286.644775390625
109,155.55520629882812,21.888104493956412,-18.09366290565904,124.47879074675112,285.6617736816406
110,158.29400634765625,21.48334919082625,-18.141242003471717,123.54211226328358,284.68902587890625
111,161.0503387451172,21.07372737790689,-18.188494959751154,122.5994505340963,283.7271728515625
112,163.82394409179688,20.659242470292927,-18.23540299147711,121.65088752145938,282.7767333984375
113,166.61453247070312,20.239926911382952,-18.281916579778045,120.6964915272646,281.8382873535156
114,169.421875,19.815801191744498,-18.32802035672831,119.73638549491717,280.9123840332031
115,172.24560546875,19.386918245343693,-18.373659680814487,118.77066504706556,279.99957275390625
116,175.08546447753906,18.95325416651842,-18.418808938827155,117.79943946673664,279.1004638671875
117,177.941162109375,18.514921653390104,-18.46342031944207,116.82279071620054,278.215576171875
118,180.8123779296875,18.07191558331687,-18.507449426429574,115.8408280784841,277.3454895019531
119,183.6988525390625,17.624321333663435,-18.550891137147786,114.85366083661415,276.49072265625
120,186.60023498535156,17.17213378178792,-18.593660074231984,113.86139144342837,275.65191650390625
121,189.51620483398438,16.715441720149634,-18.635747699945696,112.86412235176444,274.8295593261719
122,192.446533203125,16.25429296007282,-18.677111325606557,111.86194235408165,274.0242004394531
123,195.39080810546875,15.788747265712788,-18.717696309701147,110.85500171454191,273.2363586425781
124,198.3488006591797,15.318886599339669,-18.757490699398407,109.84336873503703,272.4666442871094
125,201.32008361816406,14.84478950812901,-18.796421070164673,108.8271936797289,271.7154846191406
126,204.3043975830078,14.36648331283752,-18.83447888426347,107.80655851088764,270.9835205078125
127,207.3014373779297,13.884082419133929,-18.871611207728673,106.78157251154012,270.27117919921875
128,210.31080627441406,13.397690133629549,-18.907765106594155,105.75236545528071,269.5790100097656
129,213.33218383789062,12.907337192175685,-18.942913260103204,104.71904662513626,268.9075012207031
130,216.36526489257812,12.413158491008595,-18.977028347499107,103.68173896451195,268.25714111328125
131,219.40966796875,11.915238553719355,-19.01005743481574,102.64054492624547,267.6284484863281
132,222.465087890625,11.413655073709863,-19.0419680786545,101.59559428393119,267.0218811035156
133,225.5311737060547,10.908550631179207,-19.07271588278574,100.54698949040677,266.4378967285156
134,228.60752868652344,10.4000285327387,-19.102288894378393,99.49487397964496,265.8769226074219
135,231.69386291503906,9.888174155753065,-19.13062051908798,98.43935020448342,265.33941650390625
136,234.78982543945312,9.373123250232211,-19.15769538898885,97.38053427813817,264.8258056640625
137,237.89495849609375,8.855012419959698,-19.183487890871582,96.31857646477113,264.33648681640625
138,241.009033203125,8.3339244809793,-19.20793996812817,95.2535655568416,263.8719177246094
139,244.131591796875,7.810048117267061,-19.231024300001895,94.18564498832231,263.43243408203125
140,247.2623291015625,7.283440531657341,-19.252730641209002,93.11493087242931,263.0184020996094
141,250.40087890625,6.754292542560297,-19.273029963445474,92.04155298275695,262.63018798828125
142,253.5468292236328,6.222739046212189,-19.29186933274519,90.96563426271044,262.26812744140625
143,256.6998291015625,5.704628215939675,-19.281965558437353,89.88731131607335,262.1565856933594
144,259.8595275878906,5.21760797991776,-19.215985930979638,88.80669342587251,262.5194396972656
145,263.0255432128906,4.764166234554467,-19.09427195983093,87.72391719589147,263.3564758300781
146,266.197509765625,4.346458758309044,-18.91765692807093,86.63910556953545,264.66796875
147,269.375,3.9661866951735907,-18.68747784523119,85.55238832039882,266.4548034667969
148,272.5577087402344,3.624579479200114,-18.40551568313983,84.4639088824543,268.7179870605469
149,275.7452087402344,3.322426637568888,-18.074005621205284,83.37378336891794,271.4590148925781
150,278.9371337890625,3.0600348884626785,-17.69555849924078,82.28212789300574,274.67950439453125
151,282.1331481933594,2.8372573828141623,-17.273177892937255,81.18910637925798,278.38116455078125
152,285.332763671875,2.6535246536006394,-16.810147415741955,80.09483494089068,282.56549072265625
153,288.53570556640625,2.5078482443820325,-16.310013643385457,78.99941603074151,287.2335510253906
154,291.74151611328125,2.398882607890311,-15.776521227084496,77.90302723372909,292.38592529296875
155,294.94989013671875,2.324954134333498,-15.213604355805497,76.80579149325861,298.0223693847656
156,298.16033935546875,2.2841324414952138,-14.625238199649953,75.7077976017894,304.1413879394531
157,301.37249755859375,2.2742538535099714,-14.015452570232773,74.60922997442925,310.7403564453125
158,304.58612060546875,2.292950429167188,-13.388305453699228,73.51018423382666,317.8150634765625
159,307.8006591796875,2.3377835774869693,-12.747702010711736,72.41081064414352,325.3594055175781
160,311.0157470703125,2.406205851349402,-12.097534595328005,71.31124580916342,333.36529541015625
161,314.23101806640625,2.4956224191971508,-11.441468457815583,70.21161950248072,341.8223876953125
162,317.44610595703125,2.60345253673806,-10.783025414469279,69.1120546675006,350.7182312011719
163,320.66070556640625,2.7271365905777425,-10.125468588168797,68.0126742476283,360.03778076171875
164,323.87420654296875,2.864218914263361,-9.471874125365096,66.91364216740406,369.7634582519531
165,327.0864562988281,3.0122756444104377,-8.825000568712367,65.81506770985473,379.8750915527344
166,330.29693603515625,3.1690304070320527,-8.187387894811112,64.71707381838551,390.3501892089844
167,333.5052490234375,3.3323287043294285,-7.561237985897529,63.61983124772587,401.16339111328125
168,336.7110595703125,3.500134072710517,-6.948541842116952,62.52343562052427,412.287353515625
169,339.91400146484375,3.6705513481218848,-6.350997192366892,61.428037200942626,423.69207763671875
170,343.1136474609375,3.8418503582674264,-5.770021300901745,60.333772592764504,435.3457946777344
171,346.3095703125,4.012437321191181,-5.206803474412101,59.24074424882757,447.2145080566406
172,349.5015869140625,4.180845026880388,-4.662300793156499,58.14908877291537,459.2629089355469
173,352.6890869140625,4.3457872653355,-4.1372368303009655,57.058949599000655,471.4539794921875
174,355.8717346191406,4.506094793546639,-3.632158000979726,55.97049406671827,483.7497253417969
175,359.04931640625,4.660702102002066,-3.147406028095083,54.883763157203276,496.1111755371094
176,362.22125244140625,4.808726815637371,-2.6831990508139025,53.798961776131016,508.49884033203125
177,365.38726806640625,4.949319002786741,-2.2395782637146637,52.7161821310554,520.873291015625
178,368.54693603515625,5.0818519935931095,-1.8164751514621764,51.63555399557079,533.1947021484375
179,371.6999206542969,5.205669663008583,-1.413726216402997,50.557237879122866,545.4238891601562
180,374.845947265625,5.320253343542471,-1.031071697904956,49.48130208360342,557.5222778320312
181,377.98443603515625,5.425246157810232,-0.66817003314831,48.40793443921483,569.451904296875
182,381.11517333984375,5.52024085578214,-0.3246252045628779,47.337220323321816,581.1764526367188
183,384.23779296875,5.604908307717188,1.254972717887335e-13,46.26929292461336,592.6605224609375
184,387.351806640625,5.679083308414637,0.306183693782771,45.204299092156774,603.8704833984375
185,390.45703125,5.74254985314174,0.5944450778846552,44.142307127843836,614.7743530273438
186,393.5528564453125,5.795169630567645,0.8652756858026169,43.083528767539065,625.3421020507812
187,396.6392822265625,5.836806036908796,1.1192356730905169,42.0279810867154,635.54541015625
188,399.715576171875,5.867378390555531,1.3568306338300722,40.97587582123736,645.3582763671875
189,402.78167724609375,5.8868307693339545,1.5785932160554468,39.92727785790212,654.7565307617188
190,405.83709716796875,5.895163173244068,1.7850698349008662,38.88230672502031,663.7183837890625
191,408.8815002441406,5.892266746145849,1.9767250499521278,37.84112634713218,672.2240600585938
192,411.91461181640625,5.878197410213193,2.1540914025216895,36.80382551669706,680.2557373046875
193,414.9360656738281,5.852898389498558,2.3176197918169934,35.770489611079654,687.7982177734375
194,417.94537353515625,5.8163978585323015,2.467761010323775,34.74131329067154,694.83740234375
195,420.9424133300781,5.768613855044291,2.6049658505277704,33.71629997056731,701.362060546875
196,423.9266662597656,5.709600593661126,2.72960292920117,32.69567846210442,707.3624267578125
197,426.89794921875,5.639332034286563,2.842096358403234,31.6794965766071,712.83056640625
198,429.8559265136719,5.55769761323329,2.9427321523057834,30.667884087669748,717.7601928710938
199,432.80023193359375,5.464751972014728,3.0318802083414798,29.66094003303543,722.1468505859375
200,435.73052978515625,5.360359360620967,3.109880755308742,28.658763450447232,725.9876098632812
201,438.64654541015625,5.244520205938832,3.176939766099965,27.661478990857642,729.2807006835938
202,441.5479431152344,5.117068022107112,3.233329381065202,26.66920618257728,732.0260009765625
203,444.4343566894531,4.977951582706975,3.2792421261619022,25.682037233160038,734.224365234375
204,447.30560302734375,4.8270039749903875,3.3149366948051755,24.700081425632767,735.8781127929688
205,450.1613464355469,4.664090302721087,3.340508923086924,23.723430967549366,736.990234375
206,453.001220703125,4.489046214471983,3.3561086482822353,22.75219172684209,737.5650634765625
207,455.82489013671875,4.301677049851508,3.361860094456781,21.786486646916142,737.6077270507812
208,458.6321716308594,4.10857223386896,3.3626933775364747,20.82638061456871,737.3915405273438
209,461.4228515625,3.916517986359326,3.3634854660376896,19.871998280752287,737.18603515625
210,464.1965026855469,3.725547177608023,3.3642370002906614,18.923392579433003,736.9910888671875
211,466.9527893066406,3.535690756909763,3.364933679586799,17.98075987854972,736.8065795898438
212,469.6916198730469,3.346959396435137,3.3655893777478694,17.0440813950822,736.6322631835938
213,472.41253662109375,3.159389808450975,3.366231415530584,16.113495440361294,736.4682006835938
214,475.1153869628906,2.972999068430222,3.3668188117998765,15.1891249577922,736.3140258789062
215,477.7999267578125,2.787808734157471,3.367379100755869,14.271024588888343,736.1697387695312
216,480.4658203125,2.6038463398328435,3.3678704474898487,13.35929081007186,736.0350952148438
217,483.1128845214844,2.421130881919992,3.368335327240764,12.453975701535231,735.909912109375
218,485.74072265625,2.239692882826804,3.3687724593481443,11.555258555744373,735.7940673828125
219,488.3492126464844,2.062717772031084,3.3663406985574293,10.663155594398583,735.5199584960938
220,490.9381103515625,1.8932957832489712,3.3581854526791153,9.77775731750447,734.9177856445312
221,493.507080078125,1.7313110167078543,3.3442382063780123,8.899162762805108,733.9840087890625
222,496.05596923828125,1.576637647516473,3.3244850858323525,8.027453038796988,732.7161865234375
223,498.5845642089844,1.429158175076628,3.298776253767048,7.162669126615174,731.1121826171875
224,501.092529296875,1.288768759168475,3.2670984766905664,6.304934396551691,729.1707763671875
225,503.5797119140625,1.1553530731325796,3.229354637850536,5.454329957103026,726.8915405273438
226,506.0458984375,1.0288004465599199,3.185477289128825,4.61088312902589,724.2750854492188
227,508.4908752441406,0.9090003157631797,3.135398128633656,3.7747044760075985,721.3226928710938
228,510.9143371582031,0.795847026253515,3.079022387490187,2.945888126592759,718.037109375
229,513.316162109375,0.6892196623381371,3.016279842815933,2.124448594933374,714.421875
230,515.6961059570312,0.5890002431711697,2.9471312210231217,1.3105083975478207,710.4818115234375
231,518.0540161132812,0.4950612363140584,2.8714386376677257,0.5041089424579895,706.2232666015625
232,520.3896484375,0.40727204107920384,2.7892443545452834,-0.29466802150939736,701.6535034179688
233,522.7028198242188,0.3254911711650046,2.7004516817902453,-1.0858088339759844,696.7816162109375
234,524.9932861328125,0.24956937626575473,2.605020492041193,-1.8691361234665602,691.617919921875
235,527.2610473632812,0.17932852451408832,2.502977465724601,-2.6447036777209,686.17431640625
236,529.505859375,0.1145942459827724,2.3942957089705827,-3.4123896205508624,680.464111328125
237,531.7271728515625,0.05519992140846532,2.279001902205614,-4.172111776242901,674.5023193359375
238,533.9254760742188,0.0008850303921661252,2.1571649876517074,-4.923923932536792,668.3052368164062
239,536.0999755859375,-0.04853313983765259,2.0288393933788744,-5.667623104747907,661.890625
240,538.2509155273438,-0.09333566903299971,1.8942027043057381,-6.403220818820483,655.2781372070312
241,540.3779296875,-0.13377593849438557,1.7533096686674272,-7.130676093619454,648.4880981445312
242,542.48095703125,-0.1701542864475955,1.6064058531092251,-7.849896294704094,641.5426025390625
243,544.559814453125,-0.20278190004683055,1.4537102505716457,-8.560864346601461,634.4644165039062
244,546.6143798828125,-0.2319965268108485,1.2954819813566223,-9.263512374306599,627.2777099609375
245,548.6444091796875,-0.2581482539556522,1.132049321431514,-9.957801104231736,620.0072021484375
246,550.6497192382812,-0.28161400920627927,0.9637670137467436,-10.643634913728382,612.6782836914062
247,552.6305541992188,-0.3028230005834466,0.791031529439742,-11.321066736762665,605.3168334960938
248,554.5863037109375,-0.3221563846597882,0.6143072146528951,-11.989933502567965,597.948974609375
249,556.51708984375,-0.34006978307823216,0.43412685082249913,-12.650262531900994,590.6007080078125
250,558.4227905273438,-0.35701294778788184,0.25103677304149996,-13.301997475701034,583.2982177734375
251,560.3031005859375,-0.3734324557670901,0.06559713686375811,-13.945087961322898,576.0668334960938
252,562.1580810546875,-0.38981402417984967,-0.12150906547337118,-14.579515205746349,568.9317016601562
253,563.9876098632812,-0.4066312572765334,-0.30961247543046183,-15.205189562738427,561.9168701171875
254,565.79150390625,-0.4243551446257194,-0.4980027533330208,-15.822105909657248,555.0457763671875
255,567.5697021484375,-0.443460944664222,-0.6859149179931325,-16.4302676615974,548.3406372070312
256,569.3219604492188,-0.4644027582506602,-0.8725840415837345,-17.02954504496451,541.8223266601562
257,571.04833984375,-0.4876467457964199,-1.057217662077641,-17.619946597495044,535.5107421875
258,572.7486572265625,-0.5136255837776601,-1.2389963168560727,-18.20147061164171,529.4240112304688
259,574.4229125976562,-0.5427625304799937,-1.4171139902351944,-18.774059030796497,523.5791625976562
260,576.0709228515625,-0.5754431714268494,-1.5907648266137293,-19.337684534202694,517.99169921875
261,577.692626953125,-0.6120334553477703,-1.7591426502252832,-19.89232492374547,512.6751708984375
262,579.2879638671875,-0.6528692888120871,-1.9214553725686414,-20.43789311451281,507.6422119140625
263,580.856689453125,-0.6982324171233848,-2.0769375855690644,-20.974445455565434,502.9037170410156
264,582.3990478515625,-0.748412856517456,-2.224866036225645,-21.501927305389913,498.4694519042969
265,583.914794921875,-0.8036143387308702,-2.3645431914685986,-22.02028402247283,494.3473815917969
266,585.4037475585938,-0.8640064445543078,-2.4952868861537905,-22.529486578510177,490.5444641113281
267,586.865966796875,-0.9297341020643858,-2.6165225306166375,-23.029565709353253,487.06640625
268,588.3013305664062,-1.0008852499467684,-2.7276904762313814,-23.520468481035934,483.9176940917969
269,589.7097778320312,-1.0775085532993478,-2.8282852889988637,-24.00215903506503,481.1018981933594
270,591.0912475585938,-1.1596075339384186,-2.9178706905853518,-24.474671522386437,478.62139892578125
271,592.4457397460938,-1.2471538038902106,-2.9960902304931283,-24.937894952426014,476.4778747558594
272,593.7731323242188,-1.3400605984078242,-3.0626156327548344,-25.391856645940468,474.6720275878906
273,595.0735473632812,-1.438229306635005,-3.117229825420662,-25.83658392368651,473.2041015625
274,596.3466796875,-1.5414821302097175,-3.1597550101285767,-26.271967502637303,472.0733337402344
275,597.5925903320312,-1.6496406304396913,-3.190080836634674,-26.69808763751568,471.2784729003906
276,598.8113403320312,-1.7625018226402986,-3.2081673910209463,-27.11492383775411,470.8179931640625
277,600.002685546875,-1.8797954874521914,-3.214027479892102,-27.522383895798686,470.68963623046875
278,601.166748046875,-1.997835243710055,-3.213809127281823,-27.920447321081884,470.7274169921875
279,602.303466796875,-2.113086148349251,-3.2135769008497777,-28.30924900983996,470.7667236328125
280,603.412841796875,-2.225547561039544,-3.21334446097432,-28.688570396019227,470.8074035644531
281,604.49462890625,-2.3351962164490474,-3.213098360720507,-29.05860272491666,470.8493347167969
282,605.549072265625,-2.44205687401353,-3.2128392404185733,-29.41920939274871,470.892333984375
283,606.5760498046875,-2.5461173674585194,-3.2125931401647603,-29.770445041028786,470.9361877441406
284,607.5755615234375,-2.647379617774722,-3.212333592976003,-30.11225502824348,470.9808349609375
285,608.5475463867188,-2.745836367886136,-3.212073618900422,-30.44469399590621,471.0260314941406
286,609.491943359375,-2.841483348924525,-3.2118142851550773,-30.767679981746838,471.07171630859375
287,610.4088745117188,-2.9343337943814216,-3.211554951409732,-31.081271042373377,471.1176452636719
288,611.2982788085938,-3.024381727841295,-3.2112956176643865,-31.38540229098864,471.16375732421875
289,612.1600952148438,-3.111622240105674,-3.2110224100972737,-31.680138614389815,471.20989990234375
290,612.9942626953125,-3.196049781645851,-3.2107624360216933,-31.965476597482315,471.2559814453125
291,613.8009033203125,-3.2776792935006527,-3.210502888832936,-32.24133769309059,471.30181884765625
292,614.5799560546875,-3.356503305150666,-3.21025764235277,-32.50779361820101,471.3472900390625
293,615.3313598632812,-3.4325177611710664,-3.2099978817206014,-32.764772655827215,471.39227294921875
294,616.0552368164062,-3.5057365353836216,-3.209751781466788,-33.01232944748262,471.43670654296875
295,616.7515869140625,-3.576159627788331,-3.209505467769563,-33.25048106864016,471.48046875
296,617.4203491210938,-3.643782982960371,-3.209273454780929,-33.479210443826915,471.52337646484375
297,618.0616455078125,-3.70861940750445,-3.2090416552357066,-33.69848683719156,471.5653991699219
298,618.6751708984375,-3.77063965967315,-3.208809428803661,-33.90839221100425,471.6064758300781
299,619.2613525390625,-3.829885574375185,-3.2085906493065592,-34.108789961481406,471.64642333984375
300,619.8199462890625,-3.8863383685903163,-3.2083859570746363,-34.29981669240661,471.68524169921875
301,620.3509521484375,-3.9399946272239554,-3.208180624512478,-34.481445083023125,471.7227478027344
302,620.8546142578125,-3.9908816710328128,-3.2079761457239675,-34.65370245408768,471.75897216796875
303,621.3306884765625,-4.038975167467943,-3.2077846869835764,-34.81650342823554,471.7937316894531
304,621.779296875,-4.084289630681349,-3.2076068886215414,-34.969967533777336,471.8269958496094
305,622.2005615234375,-4.126836159730444,-3.2074433909680975,-35.114005978253736,471.8587341308594
306,622.5943603515625,-4.166605789991933,-3.20727946642783,-35.24872121450242,471.88885498046875
307,622.9608154296875,-4.203609620523229,-3.207129202265918,-35.3740142047803,471.917236328125
308,623.2998046875,-4.237837832927391,-3.206978724660594,-35.48999081701964,471.9439392089844
309,623.611572265625,-4.269313905979715,-3.20685535436857,-35.596623730463726,471.9688720703125
310,623.89599609375,-4.2980275943964354,-3.2067330512936048,-35.693854888504546,471.991943359375
311,624.1531982421875,-4.323990851008614,-3.2066235548233477,-35.78183455530401,472.01318359375
312,624.3831787109375,-4.347204956476721,-3.206527932174858,-35.86048418368657,472.032470703125
313,624.5859375,-4.36767033768758,-3.2064459699047245,-35.929824264219775,472.0498352050781
314,624.761474609375,-4.394417785394736,-3.2092190267109184,-35.98990260822786,472.0068664550781
315,624.9100341796875,-4.436589080925875,-3.2177428893614226,-36.040640668535275,471.84490966796875
316,625.0313720703125,-4.494281981363604,-3.232058752434716,-36.0821989545877,471.56378173828125
317,625.1256103515625,-4.567692427759962,-3.2521945770177454,-36.11437939089899,471.16351318359375
318,625.193115234375,-4.65697666069239,-3.278203937406874,-36.13746543032001,470.6442565917969
319,625.2333984375,-4.762243963187736,-3.310128455067404,-36.151235091702496,470.00653076171875
